study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	cram_index_ftp	cram_index_aspera	cram_index_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
PRJNA278075	SRP056260	SAMN03383909	SRS875834	SRX958529	SRR1917945	SRA246989	408172	marine metagenome	ILLUMINA	Illumina MiSeq	10m_Station5_GOM_Metagenome	250	PAIRED	WGS	METAGENOMIC	RANDOM PCR	1335472	643968737	Georgia Institute of Technology	2015-05-03	2016-06-28	Illumina MiSeq paired end sequencing; Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	PRJNA278075	10m_Station5_GOM_Metagenome	10m_Station5_GOM_Metagenome	215637957;243676406	921d996556ba4b29fc2354af45cdded6;00bcc3a91c74affe98cb754bffff153e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR191/005/SRR1917945/SRR1917945_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR191/005/SRR1917945/SRR1917945_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR191/005/SRR1917945/SRR1917945_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR191/005/SRR1917945/SRR1917945_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR191/005/SRR1917945/SRR1917945_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR191/005/SRR1917945/SRR1917945_2.fastq.gz							374690997	0d72a2062012c27686b2ddc30cc7e6bd	ftp.sra.ebi.ac.uk/vol1/srr/SRR191/005/SRR1917945	fasp.sra.ebi.ac.uk:/vol1/srr/SRR191/005/SRR1917945	ftp.sra.ebi.ac.uk/vol1/srr/SRR191/005/SRR1917945				10m_Station5_GOM_Metagenome		This sample has been submitted by pda|stewartlab on 2015-05-01; marine metagenome	25	2015-05-03
PRJNA278075	SRP056260	SAMN03383921	SRS876045	SRX958766	SRR1918192	SRA246989	408172	marine metagenome	ILLUMINA	Illumina MiSeq	2m_Station7_GOM_Metagenome	250	PAIRED	WGS	METAGENOMIC	RANDOM PCR	265110	118246385	Georgia Institute of Technology	2015-05-03	2016-06-28	Illumina MiSeq paired end sequencing; Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	PRJNA278075	2m_Station7_GOM_Metagenome	2m_Station7_GOM_Metagenome	34766832;39716364	9f573c7f2bedda569033889427ece875;3b90b0cfed02d7d48f4750f42cd760a6	ftp.sra.ebi.ac.uk/vol1/fastq/SRR191/002/SRR1918192/SRR1918192_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR191/002/SRR1918192/SRR1918192_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR191/002/SRR1918192/SRR1918192_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR191/002/SRR1918192/SRR1918192_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR191/002/SRR1918192/SRR1918192_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR191/002/SRR1918192/SRR1918192_2.fastq.gz							59341973	85939374c85147ee5cde2c51a6674240	ftp.sra.ebi.ac.uk/vol1/srr/SRR191/002/SRR1918192	fasp.sra.ebi.ac.uk:/vol1/srr/SRR191/002/SRR1918192	ftp.sra.ebi.ac.uk/vol1/srr/SRR191/002/SRR1918192				2m_Station7_GOM_Metagenome		This sample has been submitted by pda|stewartlab on 2015-05-01; marine metagenome	25	2015-05-03
PRJNA278075	SRP056260	SAMN03383922	SRS876046	SRX958767	SRR1918193	SRA246989	408172	marine metagenome	ILLUMINA	Illumina MiSeq	10m_Station7_GOM_Metagenome	250	PAIRED	WGS	METAGENOMIC	RANDOM PCR	1231540	592043971	Georgia Institute of Technology	2015-05-03	2016-06-28	Illumina MiSeq paired end sequencing; Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	PRJNA278075	10m_Station7_GOM_Metagenome	10m_Station7_GOM_Metagenome	168664746;189160015	905d1acc4b2fde07ed29af6f9c59c2bf;a7ff9ecfd47f1d1607a99ebfad9ca966	ftp.sra.ebi.ac.uk/vol1/fastq/SRR191/003/SRR1918193/SRR1918193_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR191/003/SRR1918193/SRR1918193_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR191/003/SRR1918193/SRR1918193_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR191/003/SRR1918193/SRR1918193_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR191/003/SRR1918193/SRR1918193_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR191/003/SRR1918193/SRR1918193_2.fastq.gz							282581981	8c3add2e2c1e9795f3eee53ab8a626f4	ftp.sra.ebi.ac.uk/vol1/srr/SRR191/003/SRR1918193	fasp.sra.ebi.ac.uk:/vol1/srr/SRR191/003/SRR1918193	ftp.sra.ebi.ac.uk/vol1/srr/SRR191/003/SRR1918193				10m_Station7_GOM_Metagenome		This sample has been submitted by pda|stewartlab on 2015-05-01; marine metagenome	25	2015-05-03
PRJNA278075	SRP056260	SAMN03383923	SRS876050	SRX958769	SRR1918196	SRA246989	408172	marine metagenome	ILLUMINA	Illumina MiSeq	2m_Station8_GOM_Metagenome	250	PAIRED	WGS	METAGENOMIC	RANDOM PCR	1813594	791282767	Georgia Institute of Technology	2015-05-03	2016-06-28	Illumina MiSeq paired end sequencing; Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	PRJNA278075	2m_Station8_GOM_Metagenome	2m_Station8_GOM_Metagenome	221680290;247483485	30a0fc7c578f2bfee3174405167c3c02;9570d9ac1e9f4e9512fb1934c7c8ac3b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR191/006/SRR1918196/SRR1918196_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR191/006/SRR1918196/SRR1918196_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR191/006/SRR1918196/SRR1918196_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR191/006/SRR1918196/SRR1918196_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR191/006/SRR1918196/SRR1918196_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR191/006/SRR1918196/SRR1918196_2.fastq.gz							371170215	bc1b3002a05cfe691be5130a4294be70	ftp.sra.ebi.ac.uk/vol1/srr/SRR191/006/SRR1918196	fasp.sra.ebi.ac.uk:/vol1/srr/SRR191/006/SRR1918196	ftp.sra.ebi.ac.uk/vol1/srr/SRR191/006/SRR1918196				2m_Station8_GOM_Metagenome		This sample has been submitted by pda|stewartlab on 2015-05-01; marine metagenome	25	2015-05-03
PRJNA278075	SRP056260	SAMN03383924	SRS876051	SRX958770	SRR1918197	SRA246989	408172	marine metagenome	ILLUMINA	Illumina MiSeq	15m_Station8_GOM_Metagenome	250	PAIRED	WGS	METAGENOMIC	RANDOM PCR	2223131	995172619	Georgia Institute of Technology	2015-05-03	2016-06-28	Illumina MiSeq paired end sequencing; Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	PRJNA278075	15m_Station8_GOM_Metagenome	15m_Station8_GOM_Metagenome	301860385;335468371	ce49e0b8ca0726a28b18495b5f1680b0;e007a0f36689640a8cb15ff2aa8c9cfa	ftp.sra.ebi.ac.uk/vol1/fastq/SRR191/007/SRR1918197/SRR1918197_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR191/007/SRR1918197/SRR1918197_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR191/007/SRR1918197/SRR1918197_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR191/007/SRR1918197/SRR1918197_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR191/007/SRR1918197/SRR1918197_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR191/007/SRR1918197/SRR1918197_2.fastq.gz							507273223	d5bd9cbe68b6d5e1f60f756b59c8e657	ftp.sra.ebi.ac.uk/vol1/srr/SRR191/007/SRR1918197	fasp.sra.ebi.ac.uk:/vol1/srr/SRR191/007/SRR1918197	ftp.sra.ebi.ac.uk/vol1/srr/SRR191/007/SRR1918197				15m_Station8_GOM_Metagenome		This sample has been submitted by pda|stewartlab on 2015-05-01; marine metagenome	25	2015-05-03
PRJNA278075	SRP056260	SAMN03383920	SRS876053	SRX958772	SRR1918198	SRA246989	408172	marine metagenome	ILLUMINA	Illumina MiSeq	15m_Station6_GOM_Metagenome	250	PAIRED	WGS	METAGENOMIC	RANDOM PCR	515010	282019458	Georgia Institute of Technology	2015-05-03	2016-06-28	Illumina MiSeq paired end sequencing; Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	PRJNA278075	15m_Station6_GOM_Metagenome	15m_Station6_GOM_Metagenome	75277125;98123832	11d3430c8af1e25acc69f99605b34782;a5f659f14dc766369f59f53bf4a7738b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR191/008/SRR1918198/SRR1918198_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR191/008/SRR1918198/SRR1918198_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR191/008/SRR1918198/SRR1918198_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR191/008/SRR1918198/SRR1918198_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR191/008/SRR1918198/SRR1918198_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR191/008/SRR1918198/SRR1918198_2.fastq.gz							139196835	d5d22c18963a62d74b9a591625cb9c3e	ftp.sra.ebi.ac.uk/vol1/srr/SRR191/008/SRR1918198	fasp.sra.ebi.ac.uk:/vol1/srr/SRR191/008/SRR1918198	ftp.sra.ebi.ac.uk/vol1/srr/SRR191/008/SRR1918198				15m_Station6_GOM_Metagenome		This sample has been submitted by pda|stewartlab on 2015-05-01; marine metagenome	25	2015-05-03
PRJNA278075	SRP056260	SAMN03383914	SRS876054	SRX958773	SRR1918199	SRA246989	408172	marine metagenome	ILLUMINA	Illumina MiSeq	7m_Station6_GOM_Metagenome	250	PAIRED	WGS	METAGENOMIC	RANDOM PCR	672622	376471189	Georgia Institute of Technology	2015-05-03	2016-06-28	Illumina MiSeq paired end sequencing; Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	PRJNA278075	7m_Station6_GOM_Metagenome	7m_Station6_GOM_Metagenome	105208325;139303475	f2e4b3e2e40980e4dd5486282f1f12c5;2d87b26cda414a62a55e0b25a60242ea	ftp.sra.ebi.ac.uk/vol1/fastq/SRR191/009/SRR1918199/SRR1918199_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR191/009/SRR1918199/SRR1918199_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR191/009/SRR1918199/SRR1918199_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR191/009/SRR1918199/SRR1918199_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR191/009/SRR1918199/SRR1918199_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR191/009/SRR1918199/SRR1918199_2.fastq.gz							197786177	1d10a98af82e8076493f831c71cd7421	ftp.sra.ebi.ac.uk/vol1/srr/SRR191/009/SRR1918199	fasp.sra.ebi.ac.uk:/vol1/srr/SRR191/009/SRR1918199	ftp.sra.ebi.ac.uk/vol1/srr/SRR191/009/SRR1918199				7m_Station6_GOM_Metagenome		This sample has been submitted by pda|stewartlab on 2015-05-01; marine metagenome	25	2015-05-03
PRJNA278075	SRP056260	SAMN03383912	SRS876065	SRX958782	SRR1918203	SRA246989	408172	marine metagenome	ILLUMINA	Illumina MiSeq	3m_Station6_GOM_Metatranscriptome	250	PAIRED	WGS	METATRANSCRIPTOMIC	RANDOM PCR	2681039	1102251160	Georgia Institute of Technology	2015-05-03	2016-06-28	Illumina MiSeq paired end sequencing; Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	PRJNA278075	3m_Station6_GOM_Metatranscriptome	3m_Station6_GOM_Metatranscriptome	305920387;375173616	35286056439582360d0430615d742661;8f7897e3507c300b08c7e719fe7bfef3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR191/003/SRR1918203/SRR1918203_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR191/003/SRR1918203/SRR1918203_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR191/003/SRR1918203/SRR1918203_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR191/003/SRR1918203/SRR1918203_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR191/003/SRR1918203/SRR1918203_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR191/003/SRR1918203/SRR1918203_2.fastq.gz							585253022	6054438e72cfd461b6b63b61124aeb1a	ftp.sra.ebi.ac.uk/vol1/srr/SRR191/003/SRR1918203	fasp.sra.ebi.ac.uk:/vol1/srr/SRR191/003/SRR1918203	ftp.sra.ebi.ac.uk/vol1/srr/SRR191/003/SRR1918203				3m_Station6_GOM_Metatranscriptome		This sample has been submitted by pda|stewartlab on 2015-05-01; marine metagenome	25	2015-05-03
PRJNA278075	SRP056260	SAMN03383910	SRS875835	SRX958530	SRR2000916	SRA246989	408172	marine metagenome	ILLUMINA	Illumina MiSeq	2m_Station6_GOM_Metagenome	250	PAIRED	WGS	METAGENOMIC	RANDOM PCR	574204	270460826	Georgia Institute of Technology	2015-05-03	2015-06-19	Illumina MiSeq paired end sequencing; Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	PRJNA278075	2m_Station6_GOM_Metagenome	2m_Station6_GOM_Metagenome	101738123;98821967	8b792a342c2b380994f250e32225dcfb;6df274ae27330070113fda1a72cad9ea	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/006/SRR2000916/SRR2000916_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/006/SRR2000916/SRR2000916_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/006/SRR2000916/SRR2000916_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/006/SRR2000916/SRR2000916_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/006/SRR2000916/SRR2000916_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/006/SRR2000916/SRR2000916_2.fastq.gz							163208520	6ede2f4fd0f10791dcde5666def9d4f9	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/006/SRR2000916	fasp.sra.ebi.ac.uk:/vol1/srr/SRR200/006/SRR2000916	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/006/SRR2000916				2m_Station6_GOM_Metagenome		This sample has been submitted by pda|stewartlab on 2015-05-01; marine metagenome	25	2015-05-03
PRJNA278075	SRP056260	SAMN03383911	SRS924614	SRX1012820	SRR2001210	SRA246989	408172	marine metagenome	ILLUMINA	Illumina MiSeq	3m_Station6_GOM_Metagenome	250	PAIRED	WGS	METAGENOMIC	RANDOM PCR	936515	420816350	Georgia Institute of Technology	2015-05-03	2015-06-19	Illumina MiSeq paired end sequencing; Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	PRJNA278075	3m_Station6_GOM_Metagenome	3m_Station6_GOM_Metagenome	150024698;153186764	29f35aa15311b558c6ee52ea0e0dbe73;581bf65659f39b6935d641fa1b2c5d92	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/000/SRR2001210/SRR2001210_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/000/SRR2001210/SRR2001210_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/000/SRR2001210/SRR2001210_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/000/SRR2001210/SRR2001210_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/000/SRR2001210/SRR2001210_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/000/SRR2001210/SRR2001210_2.fastq.gz							245700122	2d1400f38c9f28545b3c14912509a5b2	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/000/SRR2001210	fasp.sra.ebi.ac.uk:/vol1/srr/SRR200/000/SRR2001210	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/000/SRR2001210				3m_Station6_GOM_Metagenome		This sample has been submitted by pda|stewartlab on 2015-05-01; marine metagenome	25	2015-05-03
PRJNA278075	SRP056260	SAMN03383913	SRS924619	SRX1012825	SRR2001215	SRA246989	408172	marine metagenome	ILLUMINA	Illumina MiSeq	5m_Station6_GOM_Metagenome	250	PAIRED	WGS	METAGENOMIC	RANDOM PCR	1533956	674423701	Georgia Institute of Technology	2015-05-03	2015-06-19	Illumina MiSeq paired end sequencing; Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	PRJNA278075	5m_Station6_GOM_Metagenome	5m_Station6_GOM_Metagenome	227734640;247679572	c12df64b0f85fee503b34ead27953b63;438dd424f80fbf0f8fce4068a67632a0	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/005/SRR2001215/SRR2001215_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/005/SRR2001215/SRR2001215_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/005/SRR2001215/SRR2001215_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/005/SRR2001215/SRR2001215_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/005/SRR2001215/SRR2001215_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/005/SRR2001215/SRR2001215_2.fastq.gz							384788729	4a09c1476773ecf8c7f672688be67826	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/005/SRR2001215	fasp.sra.ebi.ac.uk:/vol1/srr/SRR200/005/SRR2001215	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/005/SRR2001215				5m_Station6_GOM_Metagenome		This sample has been submitted by pda|stewartlab on 2015-05-01; marine metagenome	25	2015-05-03
PRJNA278075	SRP056260	SAMN03383915	SRS924628	SRX1012836	SRR2001225	SRA246989	408172	marine metagenome	ILLUMINA	Illumina MiSeq	9m_Station6_GOM_Metagenome	250	PAIRED	WGS	METAGENOMIC	RANDOM PCR	1212084	546302078	Georgia Institute of Technology	2015-05-03	2015-06-19	Illumina MiSeq paired end sequencing; Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	PRJNA278075	9m_Station6_GOM_Metagenome	9m_Station6_GOM_Metagenome	197126134;194315965	c5e662ea1f593e2396e8ff61f701e7ff;e35d2b93ebdb57db781dd89ed3cecdfd	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/005/SRR2001225/SRR2001225_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/005/SRR2001225/SRR2001225_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/005/SRR2001225/SRR2001225_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/005/SRR2001225/SRR2001225_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/005/SRR2001225/SRR2001225_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/005/SRR2001225/SRR2001225_2.fastq.gz							317900054	801d43dde9d51d7db51f62d13fd16809	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/005/SRR2001225	fasp.sra.ebi.ac.uk:/vol1/srr/SRR200/005/SRR2001225	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/005/SRR2001225				9m_Station6_GOM_Metagenome		This sample has been submitted by pda|stewartlab on 2015-05-01; marine metagenome	25	2015-05-03
PRJNA278075	SRP056260	SAMN03383917	SRS924634	SRX1012840	SRR2001229	SRA246989	408172	marine metagenome	ILLUMINA	Illumina MiSeq	11m_Station6_GOM_Metagenome	250	PAIRED	WGS	METAGENOMIC	RANDOM PCR	1293645	574118051	Georgia Institute of Technology	2015-05-03	2015-06-19	Illumina MiSeq paired end sequencing; Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	PRJNA278075	11m_Station6_GOM_Metagenome	11m_Station6_GOM_Metagenome	212967617;208849029	b548d708183fcdb6c10c527918541e8e;7c9ebf9bb60ae4ee9f6ab7dc7b9e0090	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/009/SRR2001229/SRR2001229_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/009/SRR2001229/SRR2001229_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/009/SRR2001229/SRR2001229_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/009/SRR2001229/SRR2001229_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/009/SRR2001229/SRR2001229_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/009/SRR2001229/SRR2001229_2.fastq.gz							343335514	b9cf314b661751dceee6cbcfe4aa1a06	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/009/SRR2001229	fasp.sra.ebi.ac.uk:/vol1/srr/SRR200/009/SRR2001229	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/009/SRR2001229				11m_Station6_GOM_Metagenome		This sample has been submitted by pda|stewartlab on 2015-05-01; marine metagenome	25	2015-05-03
PRJNA278075	SRP056260	SAMN03383918	SRS924638	SRX1012844	SRR2001233	SRA246989	408172	marine metagenome	ILLUMINA	Illumina MiSeq	13m_Station6_GOM_Metagenome	250	PAIRED	WGS	METAGENOMIC	RANDOM PCR	1022968	472769874	Georgia Institute of Technology	2015-05-03	2015-06-19	Illumina MiSeq paired end sequencing; Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	PRJNA278075	13m_Station6_GOM_Metagenome	13m_Station6_GOM_Metagenome	160734722;176243305	6ea88ca8847714b2bca1af85db08d301;7f18919510edc033ac5c156ffdf56f25	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/003/SRR2001233/SRR2001233_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/003/SRR2001233/SRR2001233_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/003/SRR2001233/SRR2001233_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/003/SRR2001233/SRR2001233_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/003/SRR2001233/SRR2001233_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/003/SRR2001233/SRR2001233_2.fastq.gz							274862795	c6b063de185894ae467b8d358f027308	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/003/SRR2001233	fasp.sra.ebi.ac.uk:/vol1/srr/SRR200/003/SRR2001233	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/003/SRR2001233				13m_Station6_GOM_Metagenome		This sample has been submitted by pda|stewartlab on 2015-05-01; marine metagenome	25	2015-05-03
PRJNA278075	SRP056260	SAMN03383930	SRS924704	SRX1012912	SRR2001313	SRA246989	408172	marine metagenome	ILLUMINA	Illumina MiSeq	2m_Station1_GOM_16S_V4_Amplicon	250	PAIRED	AMPLICON	METAGENOMIC	PCR	4698	2355350	Georgia Institute of Technology	2015-05-03	2015-06-19	Illumina MiSeq paired end sequencing; Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	PRJNA278075	2m_Station1_GOM_16S_V4_Amplicon	2m_Station1_GOM_16S_V4_Amplicon	405828;595273	72060039f4e1b11c513b59a45d3dce7c;74fac317545c50b0f9cbb01af2d8f442	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/003/SRR2001313/SRR2001313_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/003/SRR2001313/SRR2001313_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/003/SRR2001313/SRR2001313_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/003/SRR2001313/SRR2001313_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/003/SRR2001313/SRR2001313_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/003/SRR2001313/SRR2001313_2.fastq.gz							1392717	76b87a52b7423a8bb395bd74cbc8e1ad	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/003/SRR2001313	fasp.sra.ebi.ac.uk:/vol1/srr/SRR200/003/SRR2001313	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/003/SRR2001313				2m_Station1_GOM_16S_V4_Amplicon		This sample has been submitted by Georgia Institute of Technology on 2015-05-01; marine metagenome	25	2015-05-03
